source_id,pmcid,title,authors,year,doi,query,pdf_url,landing_url,host_source,license,file_path,sha256,file_size_bytes,access_date,access_status,http_status,error
EPMC-PMC9123878,PMC9123878,BargCrEx: A System for Bargaining Based Aggregation of Crowd and Expert Opinions in Crowdsourcing.,"Vukicevic A, Vukicevic M, Radovanovic S, Delibasic B.",2022,10.1007/s10726-022-09783-0,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC9123878.1/PMC9123878.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9123878/,PubMed Central,,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/18dfd7a21471728085a82ebb9fb298660e46781566f73dfb14a6ba7a9e0d0672.pdf,18dfd7a21471728085a82ebb9fb298660e46781566f73dfb14a6ba7a9e0d0672,1120866,2026-09-21,downloaded,200,
EPMC-PMC12623667,PMC12623667,Parents' Experiences of Family-Centred Care in Home-Based Paediatric Care of Their Child With Life-Limiting Illness: A Qualitative Descriptive Study.,"Sari K, Tarja P, Minna H, Outi K.",2025,10.1111/jan.16898,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12623667.1/PMC12623667.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12623667/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/4f3aa1fc29acbb608d98b04cab9f858a339cfa13824f9d048e75761c6f13fca3.pdf,4f3aa1fc29acbb608d98b04cab9f858a339cfa13824f9d048e75761c6f13fca3,344918,2026-09-21,downloaded,200,
EPMC-PMC10572390,PMC10572390,"Emotion Regulation Strategies in Educational, Work and Sport Contexts: An Approach in Five Countries.","Da Costa Dutra SC, Oriol Granado X, Paéz-Rovira D, Díaz V, Carrasco-Dajer C, Izquierdo A.",2023,10.3390/ijerph20196865,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC10572390.1/PMC10572390.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10572390/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/1a95fab80f83cbb2a4a0e595f026987cab0b411577e7aadad6200a2b93b3e993.pdf,1a95fab80f83cbb2a4a0e595f026987cab0b411577e7aadad6200a2b93b3e993,1022787,2026-09-21,downloaded,200,
EPMC-PMC11504141,PMC11504141,"Who are the ""Heroes of CRISPR""? Public science communication on Wikipedia and the challenge of micro-notability.","Simons A, Kircheis W, Schmidt M, Potthast M, Stein B.",2024,10.1177/09636625241229923,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11504141.1/PMC11504141.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11504141/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/99130d54a143aad8b7dc9e489cbd1e21355989a9e63c648de942812e40a50634.pdf,99130d54a143aad8b7dc9e489cbd1e21355989a9e63c648de942812e40a50634,817488,2026-09-21,downloaded,200,
EPMC-PMC11894743,PMC11894743,Access to single-inhaler triple medicines for chronic obstructive pulmonary disease in China: a national survey on accessibility and utilisation.,"Li W, Guo W, Chen H, Lu W, Yu S, Wang M, Zheng F, Wu H, Yang Q.",2025,10.1080/20523211.2025.2466215,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11894743.1/PMC11894743.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11894743/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/75a570115f0afe815157aba8b12bc678cee221d48ab415a36e19b12450ea1daf.pdf,75a570115f0afe815157aba8b12bc678cee221d48ab415a36e19b12450ea1daf,645958,2026-09-21,downloaded,200,
EPMC-PMC11737594,PMC11737594,Gender and Generation: Landownership and Older Indians' Autonomy.,"Yan HX, Desai S, Barik D.",2024,10.1080/13545701.2023.2255878,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11737594.1/PMC11737594.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11737594/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/a760ae57382cd6877e9f0fb69a3e6d712523506b3d16505e37571a3305c72731.pdf,a760ae57382cd6877e9f0fb69a3e6d712523506b3d16505e37571a3305c72731,427685,2026-09-21,downloaded,200,
EPMC-PMC12320381,PMC12320381,The effect of virtual reality-based treadmill gait training on functional mobility and balance in chronic stroke patients: a randomized controlled trial.,"Han SH, Jang HJ, Lee JW, Cheong JW, Kim YD, Nam HS, Kim DY.",2025,10.3389/fneur.2025.1603233,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12320381.1/PMC12320381.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12320381/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/85b1196f8e673c8847b5d0a9519af5a8b8e1af1cc094f3a815170f260e4d3609.pdf,85b1196f8e673c8847b5d0a9519af5a8b8e1af1cc094f3a815170f260e4d3609,1156493,2026-09-21,downloaded,200,
EPMC-PMC10014621,PMC10014621,Negotiating intersubjectivity by interpersonal and appraisal shifts in Chinese-English government press conference interpreting.,"Xu J, Liang Y.",2023,10.3389/fpsyg.2023.1106174,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC10014621.1/PMC10014621.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10014621/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/e705eb577d1d9757b6fd5c83ea38fbdac8854250656c5b72dccbe37d0c537a6a.pdf,e705eb577d1d9757b6fd5c83ea38fbdac8854250656c5b72dccbe37d0c537a6a,370375,2026-09-21,downloaded,200,
EPMC-PMC12432035,PMC12432035,Price transparency in the Dutch market-based health care system: did price dispersion for similar hospital services reduce over time?,"Franken F, Douven R, van der Geest S, Varkevisser M.",2025,10.1007/s10198-025-01759-6,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12432035.1/PMC12432035.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12432035/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/fd27436cd0284287255d898d581387e89ace85ca56a6413e9aece3f2e42b154b.pdf,fd27436cd0284287255d898d581387e89ace85ca56a6413e9aece3f2e42b154b,2259271,2026-09-21,downloaded,200,
EPMC-PMC9529606,PMC9529606,Does competition improve hospital performance: a DEA based evaluation from the Netherlands.,"Dohmen P, van Ineveld M, Markus A, van der Hagen L, van de Klundert J.",2023,10.1007/s10198-022-01529-8,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC9529606.2/PMC9529606.2.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9529606/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/8bbc1e99fca481cf69b2ed2ae43b1e6a22a734683166ae04bde0409138d5185f.pdf,8bbc1e99fca481cf69b2ed2ae43b1e6a22a734683166ae04bde0409138d5185f,1058065,2026-09-21,downloaded,200,
EPMC-PMC12331625,PMC12331625,Geographical and temporal variations in availability of national price negotiated novel anticancer drugs: a spatial statistical study based on two cross-sectional datasets in China.,"Zhao Z, Zhang S, Zheng T, Hu M.",2025,10.3389/fphar.2025.1604008,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12331625.1/PMC12331625.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12331625/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/d5ee9fd87af0e66de232f834fcd64da6db3cad7a3f08d9e076f45926b2a4fccb.pdf,d5ee9fd87af0e66de232f834fcd64da6db3cad7a3f08d9e076f45926b2a4fccb,2866196,2026-09-21,downloaded,200,
EPMC-PMC12390862,PMC12390862,Belonging in dual roles: exploring professional identity formation among disabled healthcare students and clinicians.,"Mayer Y, Nimmon L, Shalev M, Gross E, Bulk LY, Battalova A, Krupa T, Jarus T.",2025,10.1007/s10459-024-10386-4,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12390862.1/PMC12390862.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12390862/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/b27ae9ca221ccf93554e4304f8725921385b7604882ba0be2ffd51c4bfa60e72.pdf,b27ae9ca221ccf93554e4304f8725921385b7604882ba0be2ffd51c4bfa60e72,827394,2026-09-21,downloaded,200,
EPMC-PMC12721930,PMC12721930,The Journey to First-Line Nursing Management: A Qualitative Study in a Spanish University Hospital.,"Esquisábel-Soteras B, Robert G, Acilu-Fernández A, González-García A, Neddermann-Carrillo S, Vázquez-Calatayud M, Pardavila-Belio MI.",2026,10.1111/jan.16973,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12721930.1/PMC12721930.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12721930/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/60d8418336635a3d269ec787ed1abe214ff8b586ad25f91fda25a6f85bc8c131.pdf,60d8418336635a3d269ec787ed1abe214ff8b586ad25f91fda25a6f85bc8c131,482198,2026-09-21,downloaded,200,
EPMC-PMC11652574,PMC11652574,"Gaze-action coupling, gaze-gesture coupling, and exogenous attraction of gaze in dyadic interactions.","Hessels RS, Li P, Balali S, Teunisse MK, Poppe R, Niehorster DC, Nyström M, Benjamins JS, Senju A, Salah AA, Hooge ITC.",2024,10.3758/s13414-024-02978-4,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11652574.1/PMC11652574.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11652574/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/1083a919e42299e4474e6f009f80103ef9a1a9e7472c558f5b788fd085b4ea65.pdf,1083a919e42299e4474e6f009f80103ef9a1a9e7472c558f5b788fd085b4ea65,2503494,2026-09-21,downloaded,200,
EPMC-PMC11655474,PMC11655474,Affects as affordances: disability and the genres of the actionable.,Hiskes A.,2024,10.3389/fsoc.2024.1410248,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11655474.1/PMC11655474.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11655474/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/e3328de35e47cc9ec5f6e870ec35e01f77af914f372eae43e14a1f99a6d78831.pdf,e3328de35e47cc9ec5f6e870ec35e01f77af914f372eae43e14a1f99a6d78831,236535,2026-09-21,downloaded,200,
EPMC-PMC11240123,PMC11240123,Social accessibility in queering code/space: Blued-based visibility and social practices of local gay people in mainland China.,"Xu T, Zhang Y.",2024,10.3389/fpsyg.2024.1413725,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC11240123/,PubMed Central,cc by,,,,2026-09-21,failed,200,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
EPMC-PMC10920737,PMC10920737,Assessing economic sustainability and resilience of tomato farming ventures in Addis Ababa: A project-based evaluation.,"Ebissa G, Desta H, Fetene A.",2024,10.1016/j.heliyon.2024.e27250,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC10920737.1/PMC10920737.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10920737/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/cd47b84087727e96a8f14b0243f63970d6c7b8fb903215b50044071ee534c5c0.pdf,cd47b84087727e96a8f14b0243f63970d6c7b8fb903215b50044071ee534c5c0,1396248,2026-09-21,downloaded,200,
EPMC-PMC12891964,PMC12891964,Understanding what citizens think about Antimicrobial Resistance: Deliberative Polling® in six middle-income countries.,"Mendelson M, Siu A, Gough L, Morrow H, Fishkin J, Davies S.",2025,10.12688/wellcomeopenres.24803.2,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12891964.2/PMC12891964.2.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12891964/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/00ba0f6e63d5aed2c78fc09d7e8fbb7e57abf3d34b7018c3962abfef0a98bd20.pdf,00ba0f6e63d5aed2c78fc09d7e8fbb7e57abf3d34b7018c3962abfef0a98bd20,3046504,2026-09-21,downloaded,200,
EPMC-PMC11212504,PMC11212504,Diving Deep: Exploring Dual Palatal Canals in the Upper Second Molar.,"Manik K, Ikhar A, Patel A, Chandak M, Bhopatkar J, Bhojwani PR, Rathod P.",2024,10.7759/cureus.61266,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11212504.1/PMC11212504.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11212504/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/1c125fb34ddec4136dd93da6e1e5ff9c8e92b20e7eb84705a13910119078029e.pdf,1c125fb34ddec4136dd93da6e1e5ff9c8e92b20e7eb84705a13910119078029e,1433385,2026-09-21,downloaded,200,
EPMC-PMC11563181,PMC11563181,Health technology assessment of medicinal products in Greece: a 5-year (2018-2023) review of timelines and productivity.,"Chantzaras A, Margetis A, Kani C, Koutsiouris V, Bacopoulou F.",2024,10.1017/s0266462324000485,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11563181.1/PMC11563181.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11563181/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/c17364c0e48830701f39576abc6bb4b7a4410fcd96b738aa986793faef10597a.pdf,c17364c0e48830701f39576abc6bb4b7a4410fcd96b738aa986793faef10597a,515940,2026-09-21,downloaded,200,
EPMC-PMC11650468,PMC11650468,Cost-effectiveness of nivolumab combined with chemotherapy as a first-line therapy for patients with unresectable or metastatic urothelial carcinoma.,"Lin J, Song X, Fu W, You C, Li N, Liu M, Cai H.",2024,10.1177/17588359241301339,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11650468.1/PMC11650468.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11650468/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/0738af2cdd2ff5bbc57e408cca3b08da2c844d7847c5d72ce6fe3756d8bc75dd.pdf,0738af2cdd2ff5bbc57e408cca3b08da2c844d7847c5d72ce6fe3756d8bc75dd,2064573,2026-09-21,downloaded,200,
EPMC-PMC10875376,PMC10875376,News discourses threatening multiculturalism in Ethiopian mainstream TV channels: Discourse historical approach.,"Eranfeno GN, Gemeda AJ, Bamano AZ.",2024,10.1016/j.heliyon.2024.e25641,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC10875376.1/PMC10875376.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10875376/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/c7c8f178d0b9a9abd85f1cfc2fae685f5871674f77ca1073a3467ea9cf7855bc.pdf,c7c8f178d0b9a9abd85f1cfc2fae685f5871674f77ca1073a3467ea9cf7855bc,489181,2026-09-21,downloaded,200,
EPMC-PMC9695595,PMC9695595,"A Privacy-Preserving, Two-Party, Secure Computation Mechanism for Consensus-Based Peer-to-Peer Energy Trading in the Smart Grid.","Li Z, Xu H, Zhai F, Zhao B, Xu M, Guo Z.",2022,10.3390/s22229020,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC9695595.1/PMC9695595.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9695595/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/d0c254e9da47266abb6b1c3ebe326c41cdc6773a46632d8f599ee167361c227b.pdf,d0c254e9da47266abb6b1c3ebe326c41cdc6773a46632d8f599ee167361c227b,1193058,2026-09-21,downloaded,200,
EPMC-PMC9737019,PMC9737019,Occupational Well-Being of Multidisciplinary PHC Teams: Barriers/Facilitators and Negotiations to Improve Working Conditions.,"Cezar-Vaz MR, Xavier DM, Bonow CA, Vaz JC, Cardoso LS, Sant'Anna CF, Costa VZD, Nery CHC, Loureiro HMAM.",2022,10.3390/ijerph192315943,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC9737019.1/PMC9737019.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9737019/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/f2519c5aae5424c9626c433f30783493b0fafb38bbf7309ac8cc718ba0445d77.pdf,f2519c5aae5424c9626c433f30783493b0fafb38bbf7309ac8cc718ba0445d77,2504871,2026-09-21,downloaded,200,
EPMC-PMC8531345,PMC8531345,"An experimental look at trust, bargaining, and public goods in fishing communities.","Rojas CA, Cinner J, Lau J, Ruano-Chamorro C, Contreras-Drey FJ, Gelcich S.",2021,10.1038/s41598-021-00145-5,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC8531345.1/PMC8531345.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8531345/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/87220566e26650baafa10b634b6d15516c73f072d71eb993684c663184bc1fa6.pdf,87220566e26650baafa10b634b6d15516c73f072d71eb993684c663184bc1fa6,1050818,2026-09-21,downloaded,200,
EPMC-PMC12581020,PMC12581020,"Negotiation of new international health law on intellectual property, technology transfer, open science and pathogen access and benefit sharing: a textual and contextual analysis.","de Beer J, De Koker R.",2024,10.1136/bmjph-2024-001467,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC12581020.1/bmjph-2-2-s001.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12581020/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/c09c9fdd147445768f747b4c3f3b73bea866ad7674cb1231d82815bdcea33b35.pdf,c09c9fdd147445768f747b4c3f3b73bea866ad7674cb1231d82815bdcea33b35,411541,2026-09-21,downloaded,200,
EPMC-PMC10921272,PMC10921272,How (Not) to Break Up: Constituent Power and Alternative Pathways to Scottish Independence.,"Fasel RN, Stark SW.",2024,10.1093/ojls/gqad022,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC10921272.1/PMC10921272.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10921272/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/49f9fb618c06f6b8e633304a5a74224cb03471108ddd7d29f331160600e99b54.pdf,49f9fb618c06f6b8e633304a5a74224cb03471108ddd7d29f331160600e99b54,225965,2026-09-21,downloaded,200,
EPMC-PMC11737291,PMC11737291,Breast Cancer Patients' Experiences of Coping With Financial Toxicity: A Systematic Review and Qualitative Meta-Synthesis.,"Jiahui L, Xingfeng L, Lijie W, Xuying L, Jinhua L, Yunxia F, Jiejun C.",2025,10.1002/pon.70075,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11737291.1/PMC11737291.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11737291/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/3b0683e26c2715cd6e91a2f183bbfd8103c0fd335a237c38d5d1995c423d69ae.pdf,3b0683e26c2715cd6e91a2f183bbfd8103c0fd335a237c38d5d1995c423d69ae,611831,2026-09-21,downloaded,200,
EPMC-PMC11920152,PMC11920152,Behavioral tests for the assessment of social hierarchy in mice.,"Zheng H, Chen D, Zhong Z, Li Z, Yuan M, Zhang Z, Zhou X, Zhu G, Sun H, Sun L.",2025,10.3389/fnbeh.2025.1549666,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11920152.1/PMC11920152.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11920152/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/edf3d2dd54c2a4ccb9fc3a95fcc84f0c9528bb85d9511ccff84eba5dc038bf7e.pdf,edf3d2dd54c2a4ccb9fc3a95fcc84f0c9528bb85d9511ccff84eba5dc038bf7e,2870768,2026-09-21,downloaded,200,
EPMC-PMC11603989,PMC11603989,Nego-feminism as a strategy to improve access to abortion in sub-saharan Africa.,"Browne L, Ayihounton IF, Druetz T.",2024,10.1186/s12978-024-01914-x,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),https://pmc-oa-opendata.s3.amazonaws.com/PMC11603989.1/PMC11603989.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11603989/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/535972a5c80b1f04192e63b93d47028a5db155423daceb8da5372fb9a238e56e.pdf,535972a5c80b1f04192e63b93d47028a5db155423daceb8da5372fb9a238e56e,803445,2026-09-21,downloaded,200,
