country,date,document_number,error,language,listing_url,organization,provider,query,record_id,source_type,status,title,topics,url
Solomon Islands,2015-09-16,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/372271468303253195/pdf/RAD1375953315.pdf,English,http://documents.worldbank.org/curated/en/372271468303253195/Official-Documents-Financing-Agreement-for-Grant-D086-SB-Additional-Financing-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,25133748,Financing Agreement,FAILED,"Official Documents- Financing Agreement for Grant D086-SB, Additional Financing (Closing Package)","Social Policy,Legal Products,Judicial System Reform,National Governance,Government Policies,Public Sector Economics,Global Environment,Government Procurement,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Youth and Governance",https://documents.worldbank.org/curated/en/372271468303253195/pdf/RAD1375953315.pdf
Nigeria,1975-06-17,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/617471468059659366/pdf/Loan-1192-Nigeria-Western-State-Oil-Palm-Project-Project-Agreement.pdf,English,http://documents.worldbank.org/curated/en/617471468059659366/Nigeria-Western-State-Oil-Palm-Project-Loan-1192-Project-Agreement-Conformed,World Bank,World Bank Documents & Reports,peace agreement,18185463,Project Agreement,FAILED,Nigeria - Western State Oil Palm Project : Loan 1192 - Project Agreement - Conformed,"Climate Change and Agriculture,Conflict and Fragile States,Construction Industry,Common Carriers Industry,Food & Beverage Industry,General Manufacturing,Transport Services,Plastics & Rubber Industry,Crops and Crop Management Systems,Fertilizers,Agricultural Economics,Business Cycles and Stabilization Policies,Pulp & Paper Industry",https://documents.worldbank.org/curated/en/617471468059659366/pdf/Loan-1192-Nigeria-Western-State-Oil-Palm-Project-Project-Agreement.pdf
Haiti,2017-06-09,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/134611503929254499/pdf/ITK171540-201707281004.pdf,English,http://documents.worldbank.org/curated/en/134611503929254499/Official-Documents-Financing-Agreement-for-Grant-D2200-HT-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,27937877,Financing Agreement,FAILED,Official Documents- Financing Agreement for Grant D2200-HT (Closing Package),"Science of Climate Change,Disaster Management,Social Policy,Voluntary and Involuntary Resettlement,Legal Products,Involuntary Resettlement Law,Judicial System Reform,National Governance,Government Policies,Climate Change and Environment,Public Sector Economics,Hazard Risk Management,Social Risk Management,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Global Environment,Climate Change and Health",https://documents.worldbank.org/curated/en/134611503929254499/pdf/ITK171540-201707281004.pdf
Vietnam,2012-11-08,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/117071468334894937/pdf/RAD139926116.pdf,English,http://documents.worldbank.org/curated/en/117071468334894937/Official-Documents-Project-Agreement-for-Credit-5156-VN-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,17056119,Project Agreement,FAILED,Official Documents- Project Agreement for Credit 5156-VN (Closing Package),"Environmental Strategy,Public Finance Decentralization and Poverty Reduction,Voluntary and Involuntary Resettlement,Legal Products,Involuntary Resettlement Law,Judicial System Reform,National Governance,Government Policies,Environmental Management,Public Sector Economics,Social Development & Poverty,Energy Policies & Economics,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Social Policy",https://documents.worldbank.org/curated/en/117071468334894937/pdf/RAD139926116.pdf
Africa,2016-06-06,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/274071468347285242/pdf/RAD612516320.pdf,English,http://documents.worldbank.org/curated/en/274071468347285242/Official-Documents-Financing-Agreement-for-Credit-5833-DJ-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,26565467,Financing Agreement,FAILED,Official Documents- Financing Agreement for Credit 5833-DJ (Closing Package),"Social Policy,Global Environment,Judicial System Reform,National Governance,Government Policies,Water Resources Management,Rural and Renewable Energy,Public Sector Economics,Hydro Power,Water and Energy,Dams and Reservoirs,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Renewable Energy,Social Cohesion,Public Finance Decentralization and Poverty Reduction,Legal Products",https://documents.worldbank.org/curated/en/274071468347285242/pdf/RAD612516320.pdf
Bosnia and Herzegovina,1997-02-06,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/875631468199135556/pdf/32EADDD6322B93FA85256F0300103B82.pdf,English,http://documents.worldbank.org/curated/en/875631468199135556/Conformed-Copy-N001-Emergency-Industrial-Restart-Project-Including-a-Political-Risk-Guarantee-Facility-Interim-Fund-Credit-Project-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5083758,Credit Agreement,FAILED,Conformed Copy - N001 - Emergency Industrial Restart Project - Including a Political Risk Guarantee Facility - Interim Fund Credit Project Agreement,"Conflict and Fragile States,Literature & Folklore,Contract Law,Primary Metals,Global Environment,Post Conflict Reconstruction,Financial Regulation & Supervision,Bankruptcy and Resolution of Financial Distress,Debt Markets,Nonmetallic Mineral Product Manufacturing",https://documents.worldbank.org/curated/en/875631468199135556/pdf/32EADDD6322B93FA85256F0300103B82.pdf
Türkiye,2018-06-11,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/958871530037053116/pdf/ITK532331-201805261413.pdf,English,http://documents.worldbank.org/curated/en/958871530037053116/Official-Documents-Loan-Agreement-for-Loan-8859-TR-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,30212017,Loan Agreement,FAILED,Official Documents- Loan Agreement for Loan 8859-TR (Closing Package),"Global Environment,Hydrology,Voluntary and Involuntary Resettlement,Involuntary Resettlement Law,Environmental Protection",https://documents.worldbank.org/curated/en/958871530037053116/pdf/ITK532331-201805261413.pdf
Cote d'Ivoire,1983-07-05,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/234071468234286542/pdf/Loan-2332-Ivory-Coast-Second-Structural-Adjustment-Loan-Loan-Agreement.pdf,English,http://documents.worldbank.org/curated/en/234071468234286542/Ivory-Coast-Second-Structural-Adjustment-Loan-Loan-2332-Loan-Agreement-Conformed,World Bank,World Bank Documents & Reports,peace agreement,18218126,Loan Agreement,FAILED,Ivory Coast - Second Structural Adjustment Loan : Loan 2332 - Loan Agreement - Conformed,"Conflict and Fragile States,Primary Metals,Transport Services,Trade and Services,Nonmetallic Mineral Product Manufacturing",https://documents.worldbank.org/curated/en/234071468234286542/pdf/Loan-2332-Ivory-Coast-Second-Structural-Adjustment-Loan-Loan-Agreement.pdf
China,2013-11-27,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/673561468239969030/pdf/RAD899733588.pdf,English,http://documents.worldbank.org/curated/en/673561468239969030/Official-Documents-GEF-Grant-Agreement-TF015769-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,18704349,Grant or Trust Fund Agreement,FAILED,"Official Documents- GEF Grant Agreement, TF015769 (Closing Package)","Environmental Strategy,Voluntary and Involuntary Resettlement,Involuntary Resettlement Law,Environmental Management,Global Environment,Energy Demand,Energy and Environment,Energy and Mining,Renewable Energy,Rural and Renewable Energy",https://documents.worldbank.org/curated/en/673561468239969030/pdf/RAD899733588.pdf
China,1994-07-05,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/545121468241171141/pdf/Loan-3773-China-Enterprise-Housing-And-Social-Security-Reform-Project-Project-Agreement.pdf,English,http://documents.worldbank.org/curated/en/545121468241171141/China-Enterprise-Housing-And-Social-Security-Reform-Project-Loan-3773-Project-Agreement-Conformed,World Bank,World Bank Documents & Reports,peace agreement,18225108,Project Agreement,FAILED,China - Enterprise Housing And Social Security Reform Project : Loan 3773 - Project Agreement - Conformed,"Voluntary and Involuntary Resettlement,Involuntary Resettlement Law,Urban Housing and Land Settlements,Health Care Services Industry,Public Sector Economics,Global Environment,Urban Housing,Legal Aspects of Project Finance,Municipal Management and Reform,Public Finance Decentralization and Poverty Reduction,Urban Governance and Management",https://documents.worldbank.org/curated/en/545121468241171141/pdf/Loan-3773-China-Enterprise-Housing-And-Social-Security-Reform-Project-Project-Agreement.pdf
China,2014-05-04,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/729781468014957382/pdf/RAD304026253.pdf,English,http://documents.worldbank.org/curated/en/729781468014957382/Official-Documents-Project-Agreement-L8348-CN-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,19605521,Project Agreement,FAILED,"Official Documents- Project Agreement, L8348-CN (Closing Package)","Climate Change Mitigation and Green House Gases,Global Environment,Voluntary and Involuntary Resettlement,Legal Products,Involuntary Resettlement Law,Judicial System Reform,National Governance,Government Policies,Pollution Management & Control,Public Sector Economics,Legal Aspects of Project Finance,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Brown Issues and Health,Public Finance Decentralization and Poverty Reduction,Social Policy",https://documents.worldbank.org/curated/en/729781468014957382/pdf/RAD304026253.pdf
India,2012-11-21,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/440821468034866346/pdf/RAD705370901.pdf,English,http://documents.worldbank.org/curated/en/440821468034866346/Official-Documents-Project-Agreement-for-Credit-5161-IN-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,17039691,Financing Agreement,FAILED,Official Documents- Project Agreement for Credit 5161-IN (Closing Package),"Social Policy,Public Finance Decentralization and Poverty Reduction,Legal Products,Involuntary Resettlement Law,Judicial System Reform,National Governance,Government Policies,Health Care Services Industry,ICT Applications,Public Sector Economics,Legal Aspects of Project Finance,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Voluntary and Involuntary Resettlement",https://documents.worldbank.org/curated/en/440821468034866346/pdf/RAD705370901.pdf
Zambia,2013-06-14,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/275501468327915045/pdf/RAD1331340786.pdf,English,http://documents.worldbank.org/curated/en/275501468327915045/Official-Documents-Loan-Agreement-TF014573-Closing-Package,World Bank,World Bank Documents & Reports,peace agreement,18035900,Loan Agreement,FAILED,"Official Documents- Loan Agreement, TF014573 (Closing Package)","Adaptation to Climate Change,Climate Change Impacts,Climate Change Mitigation and Green House Gases,Global Environment,Climate Change and Health,Climate Change and Environment,Science of Climate Change",https://documents.worldbank.org/curated/en/275501468327915045/pdf/RAD1331340786.pdf
World,2018-03-27,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/397631544129368483/pdf/ITKWB532331-201811061544.pdf,English,http://documents.worldbank.org/curated/en/397631544129368483/Official-Documents-Amendment-No-1-to-the-Supplemental-Agreement-with-the-Republic-of-Italy-acting-through-its-Ministry-of-Foreign-Affairs-and-International-Coop-for-TF072584-parallel-to-TF072236,World Bank,World Bank Documents & Reports,peace agreement,30672396,Agreement,FAILED,Official Documents- Amendment No. 1 to the Supplemental Agreement with the Republic of Italy acting through its Ministry of Foreign Affairs and International Coop. for TF072584 parallel to TF072236,"Adaptation to Climate Change,Science of Climate Change,Foreign Aid,Development Economics & Aid Effectiveness,Climate Change and Environment,Climate Change and Health",https://documents.worldbank.org/curated/en/397631544129368483/pdf/ITKWB532331-201811061544.pdf
Indonesia,2017-12-28,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/714291516396746997/pdf/ITK425962-201800191616.pdf,English,http://documents.worldbank.org/curated/en/714291516396746997/Official-Documents-Amended-and-Restated-Grant-Agreement-for-OTF-Grant-TF014673,World Bank,World Bank Documents & Reports,peace agreement,29521670,Grant or Trust Fund Agreement,FAILED,Official Documents- Amended and Restated Grant Agreement for OTF Grant TF014673,"Environmental Strategy,Voluntary and Involuntary Resettlement,Involuntary Resettlement Law,Environmental Management,Global Environment,Forestry,Coastal and Marine Resources,International Trade and Trade Rules,Energy and Natural Resources,Forests and Forestry",https://documents.worldbank.org/curated/en/714291516396746997/pdf/ITK425962-201800191616.pdf
Ukraine,2022-12-20,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/099171002082340262/pdf/P1789460166e3e09e08c14072b797eef31e.pdf,English,http://documents.worldbank.org/curated/en/099171002082340262/P1789460166e3e09e08c14072b797eef31e,World Bank,World Bank Documents & Reports,peace agreement,33998285,Guarantee Agreement,FAILED,"Official Documents- Guarantee Agreement for Fourth Additional Financing, with the Government of the United Kingdom of Great Britain and Northern Ireland, for Loan 9466-UA.pdf",,https://documents.worldbank.org/curated/en/099171002082340262/pdf/P1789460166e3e09e08c14072b797eef31e.pdf
Djibouti,1998-12-23,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/171441468033254879/pdf/Conformed-Copy-C3154-Ex-Combatants-Reintegration-Pilot-Project-Development-Credit-Agreement.pdf,English,http://documents.worldbank.org/curated/en/171441468033254879/Conformed-Copy-C3154-Ex-Combatants-Reintegration-Pilot-Project-Development-Credit-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5084352,Credit Agreement,FAILED,Conformed Copy - C3154 - Ex-Combatants Reintegration Pilot Project - Development Credit Agreement,"Disability,Skills Development and Labor Force Training,ICT Applications,Post Conflict Reconstruction,Public Sector Economics,m,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Emerging Markets,Public Finance Decentralization and Poverty Reduction",https://documents.worldbank.org/curated/en/171441468033254879/pdf/Conformed-Copy-C3154-Ex-Combatants-Reintegration-Pilot-Project-Development-Credit-Agreement.pdf
World,2002-01-31,23591,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/694001468762015646/pdf/235910a0Summary120PORTUGESE111.pdf,Portuguese,http://documents.worldbank.org/curated/en/694001468762015646/Globalizacao-crescimento-e-pobreza-a-nova-onda-da-globalizacao-e-seus-efeitos-economicos-sumario,World Bank,World Bank Documents & Reports,peace agreement,6227615,Publication,FAILED,"Globalization, growth, and poverty : building an inclusive world economy : Globalizacao, crescimento e pobreza : a nova onda da globalizacao e seus efeitos economicos : sumario","Capital Flows,Peace & Peacekeeping,Montreal Protocol,Information Technology,International Terrorism & Counterterrorism",https://documents.worldbank.org/curated/en/694001468762015646/pdf/235910a0Summary120PORTUGESE111.pdf
Sierra Leone,1999-11-30,19918,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/153781468103773561/pdf/multi-page.pdf,English,http://documents.worldbank.org/curated/en/153781468103773561/Sierra-Leone-Country-assistance-strategy-progress-report-interim-support-strategy,World Bank,World Bank Documents & Reports,peace agreement,728601,CAS Progress Report,FAILED,Sierra Leone - Country assistance strategy : progress report (interim support strategy),"Conflict and Fragile States,Economic Conditions and Volatility,Development Economics & Aid Effectiveness,Public Sector Economics,Foreign Aid,Public Financial Management,Social Cohesion,Public Finance Decentralization and Poverty Reduction",https://documents.worldbank.org/curated/en/153781468103773561/pdf/multi-page.pdf
World,2010-01-01,WPS5168,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/469351468336565514/pdf/WPS5168.pdf,English,http://documents.worldbank.org/curated/en/469351468336565514/Developing-countries-dispute-settlement-and-the-advisory-centre-on-WTO-law,World Bank,World Bank Documents & Reports,dispute settlement,11618030,Policy Research Working Paper,FAILED,"Developing countries, dispute settlement, and the advisory centre on WTO law","International Trade and Trade Rules,Food Security,World Trade Organization,Energy and Mining,Law and Justice Institutions,Justice for the Poor",https://documents.worldbank.org/curated/en/469351468336565514/pdf/WPS5168.pdf
World,2011-06-01,70763,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/108381468170047697/pdf/707630ESW0P1160BLIC00153220ADRG0Web.pdf,English,http://documents.worldbank.org/curated/en/108381468170047697/Alternative-dispute-resolution-guidelines,World Bank,World Bank Documents & Reports,dispute settlement,16632133,Working Paper,FAILED,Alternative dispute resolution guidelines,"Investment and Investment Climate,Social Policy,Legal Products,Settlement of Investment Disputes,Judicial System Reform,Public Sector Economics,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction",https://documents.worldbank.org/curated/en/108381468170047697/pdf/707630ESW0P1160BLIC00153220ADRG0Web.pdf
Colombia,2007-01-01,123587,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/760041519122485574/pdf/12387-FP-Colombia-Peaceful-dispute-resolution-services-for-the-poor.pdf,English,http://documents.worldbank.org/curated/en/760041519122485574/Colombia-Peaceful-dispute-resolution-services-for-the-poor,World Bank,World Bank Documents & Reports,dispute settlement,29609667,Funding Proposal,FAILED,Colombia - Peaceful dispute resolution services for the poor,"Settlement of Investment Disputes,Bankruptcy and Resolution of Financial Distress,Access of Poor to Social Services,Urban Services to the Poor,Services & Transfers to Poor",https://documents.worldbank.org/curated/en/760041519122485574/pdf/12387-FP-Colombia-Peaceful-dispute-resolution-services-for-the-poor.pdf
World,2005-03-01,WPS3540,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/479021468764048986/pdf/wps3540.pdf,English,http://documents.worldbank.org/curated/en/479021468764048986/Trade-remedies-and-World-Trade-Organization-dispute-settlement-Why-are-so-few-challenged,World Bank,World Bank Documents & Reports,dispute settlement,5670954,Policy Research Working Paper,FAILED,Trade remedies and World Trade Organization dispute settlement : Why are so few challenged?,"Construction Industry,Common Carriers Industry,Food & Beverage Industry,General Manufacturing,Pulp & Paper Industry,Plastics & Rubber Industry,Disease Control & Prevention,International Trade and Trade Rules,Trade and Services,Business Cycles and Stabilization Policies,Crime and Society",https://documents.worldbank.org/curated/en/479021468764048986/pdf/wps3540.pdf
Cambodia,2008-01-01,136748,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/794981557464044231/pdf/Cambodia-s-National-Authority-for-Land-Dispute-Resolution-An-Exploratory-Study.pdf,English,http://documents.worldbank.org/curated/en/794981557464044231/Cambodia-s-National-Authority-for-Land-Dispute-Resolution-An-Exploratory-Study,World Bank,World Bank Documents & Reports,dispute settlement,31058760,Working Paper,FAILED,Cambodia’s National Authority for Land Dispute Resolution : An Exploratory Study,"Settlement of Investment Disputes,Judicial System Reform,Crime and Society,Human Rights,Conflict and Fragile States",https://documents.worldbank.org/curated/en/794981557464044231/pdf/Cambodia-s-National-Authority-for-Land-Dispute-Resolution-An-Exploratory-Study.pdf
Uganda,2021-12-02,166687,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/107451638893138838/pdf/Uganda-Second-Kampala-Institutional-and-Infrastructure-Development-Project-Accountability-Mechanism-Notice-of-Agreement-to-Pursue-Dispute-Resolution.pdf,English,http://documents.worldbank.org/curated/en/107451638893138838/Uganda-Second-Kampala-Institutional-and-Infrastructure-Development-Project-Accountability-Mechanism-Notice-of-Agreement-to-Pursue-Dispute-Resolution,World Bank,World Bank Documents & Reports,dispute settlement,33662006,Board Report,FAILED,Uganda - Second Kampala Institutional and Infrastructure Development Project : Accountability Mechanism - Notice of Agreement to Pursue Dispute Resolution,"Settlement of Investment Disputes,Crime and Society",https://documents.worldbank.org/curated/en/107451638893138838/pdf/Uganda-Second-Kampala-Institutional-and-Infrastructure-Development-Project-Accountability-Mechanism-Notice-of-Agreement-to-Pursue-Dispute-Resolution.pdf
Bolivia,1995-04-21,,HTTPError:404 Client Error: Not Found for url: https://documents1.worldbank.org/curated/en/146621468010847284/pdf/E287738771BB320585256F030006952A.pdf,English,http://documents.worldbank.org/curated/en/146621468010847284/Conformed-Copy-C2705-Judicial-Reform-Project-Development-Credit-Agreement,World Bank,World Bank Documents & Reports,peace agreement,5078142,Credit Agreement,FAILED,Conformed Copy - C2705 - Judicial Reform Project - Development Credit Agreement,"Social Policy,Legal Products,Judicial System Reform,Labor Markets,Administrative & Civil Service Reform,Public Sector Corruption & Anticorruption Measures,m,Legislation,Regulatory Regimes,Bankruptcy and Resolution of Financial Distress,Debt Markets,Emerging Markets,Legal Reform",https://documents.worldbank.org/curated/en/146621468010847284/pdf/E287738771BB320585256F030006952A.pdf
World,2006-08-30,38040,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/339341468316147734/pdf/380400ENGLISH0ICSID1AR10601PUBLIC1.pdf,English,http://documents.worldbank.org/curated/en/339341468316147734/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2006-Annual-Report,World Bank,World Bank Documents & Reports,dispute settlement,7218597,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 2006 Annual Report,"Treaties,Energy and Environment,Energy Demand,Energy and Mining,Settlement of Investment Disputes,International Law,Judicial System Reform,Social Policy,Legislation,Legal Reform,Legal Products,Regulatory Regimes,Private Sector Economics",https://documents.worldbank.org/curated/en/339341468316147734/pdf/380400ENGLISH0ICSID1AR10601PUBLIC1.pdf
World,2013-01-01,81806,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/608571468336018162/pdf/818060WBAR0ENG00Box379835B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/608571468336018162/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2013-Annual-Report,World Bank,World Bank Documents & Reports,dispute settlement,18410770,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 2013 Annual Report,"Regulatory Regimes,Legal Reform,Judicial System Reform,Legal Products,Legislation,Social Policy,Settlement of Investment Disputes,Treaties,International Law,Investment and Investment Climate,Energy and Environment,Energy Demand,Energy and Mining",https://documents.worldbank.org/curated/en/608571468336018162/pdf/818060WBAR0ENG00Box379835B00PUBLIC0.pdf
Indonesia,2010-01-01,53716,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/492901468040487843/pdf/537160NWP0ISDP10Box345623B01PUBLIC1.pdf,English,http://documents.worldbank.org/curated/en/492901468040487843/Conflict-and-dispute-resolution-in-Indonesia-information-from-the-2006-governance-and-decentralization-survey,World Bank,World Bank Documents & Reports,dispute settlement,12023053,Working Paper (Numbered Series),FAILED,Conflict and dispute resolution in Indonesia : information from the 2006 governance and decentralization survey,"Settlement of Investment Disputes,Judicial System Reform,Agricultural Economics,Social Development & Poverty,Social Cohesion",https://documents.worldbank.org/curated/en/492901468040487843/pdf/537160NWP0ISDP10Box345623B01PUBLIC1.pdf
Türkiye,2013-01-01,WPS6322,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/989871468123243811/pdf/wps6322.pdf,English,http://documents.worldbank.org/curated/en/989871468123243811/Trade-policy-flexibilities-and-Turkey-tariffs-antidumping-safeguards-and-WTO-dispute-settlement,World Bank,World Bank Documents & Reports,dispute settlement,17187093,Policy Research Working Paper,FAILED,"Trade policy flexibilities and Turkey : tariffs, antidumping, safeguards, and WTO dispute settlement","Construction Industry,Common Carriers Industry,Food & Beverage Industry,General Manufacturing,Pulp & Paper Industry,Plastics & Rubber Industry,Trade Policy,International Trade and Trade Rules,Rules of Origin,Energy and Mining,Business Cycles and Stabilization Policies,Trade and Multilateral Issues",https://documents.worldbank.org/curated/en/989871468123243811/pdf/wps6322.pdf
World,1965-11-01,147959,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/838201587732592121/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-November-1-1965.pdf,English,http://documents.worldbank.org/curated/en/838201587732592121/Announcement-of-Settlement-of-Investment-Disputes-on-November-1-1965,World Bank,World Bank Documents & Reports,dispute settlement,31980295,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on November 1, 1965",,https://documents.worldbank.org/curated/en/838201587732592121/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-November-1-1965.pdf
World,2014-01-01,93612,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/959671468329435017/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2014-Annual-Report.pdf,English,http://documents.worldbank.org/curated/en/959671468329435017/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2014-annual-report,World Bank,World Bank Documents & Reports,dispute settlement,23198637,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 2014 Annual Report,"Regulatory Regimes,Legal Reform,Judicial System Reform,Legal Products,Legislation,Social Policy,Treaties,International Law,Energy and Environment,Energy Demand,Energy and Mining,Investment and Investment Climate,Settlement of Investment Disputes",https://documents.worldbank.org/curated/en/959671468329435017/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2014-Annual-Report.pdf
World,2001-08-30,41804,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/278321468137720848/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2001-Annual-Report.pdf,English,http://documents.worldbank.org/curated/en/278321468137720848/ICSID-annual-report-for-2001,World Bank,World Bank Documents & Reports,dispute settlement,8951612,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 2001 Annual Report,"Treaties,Regulatory Regimes,Legal Reform,Judicial System Reform,Social Policy,Legal Products,International Law,Legislation,Energy and Mining,Energy and Environment,Energy Demand,Settlement of Investment Disputes",https://documents.worldbank.org/curated/en/278321468137720848/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2001-Annual-Report.pdf
World,1965-10-01,147955,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/802001587731470788/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-October-1-1965.pdf,English,http://documents.worldbank.org/curated/en/802001587731470788/Announcement-of-Settlement-of-Investment-Disputes-on-October-1-1965,World Bank,World Bank Documents & Reports,dispute settlement,31980257,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on October 1, 1965",,https://documents.worldbank.org/curated/en/802001587731470788/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-October-1-1965.pdf
World,1996-01-01,21757,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/623401468740182292/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-1996-Annual-Report.pdf,English,http://documents.worldbank.org/curated/en/623401468740182292/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-annual-report-1996,World Bank,World Bank Documents & Reports,dispute settlement,1000522,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 1996 Annual Report,"International Law,Treaties,Finance and Development,Social Policy,Regulatory Regimes,Judicial System Reform,Legislation,Legal Products,Legal Reform",https://documents.worldbank.org/curated/en/623401468740182292/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-1996-Annual-Report.pdf
United States,1966-10-14,148519,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/639651589526849063/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-October-14-1966.pdf,English,http://documents.worldbank.org/curated/en/639651589526849063/Announcement-of-Settlement-of-Investment-Disputes-on-October-14-1966,World Bank,World Bank Documents & Reports,dispute settlement,32038303,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on October 14, 1966",,https://documents.worldbank.org/curated/en/639651589526849063/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-October-14-1966.pdf
World,1965-08-02,147913,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/678621587621515837/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-August-2-1965.pdf,English,http://documents.worldbank.org/curated/en/678621587621515837/Announcement-of-Settlement-of-Investment-Disputes-on-August-2-1965,World Bank,World Bank Documents & Reports,dispute settlement,31974567,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on August 2, 1965",,https://documents.worldbank.org/curated/en/678621587621515837/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-August-2-1965.pdf
