source_id,pmcid,title,authors,year,doi,query,pdf_url,landing_url,host_source,license,file_path,sha256,file_size_bytes,access_date,access_status,http_status,error
EPMC-PMC12645924,PMC12645924,Relationship Between Fear of Childbirth and Prenatal Depression: A Moderated Mediation Model.,"Han J, Xie H, Ni S, Zhang A.",2025,10.2147/ijwh.s552706,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12645924.1/PMC12645924.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12645924/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/3cea4d2f1650f38fb1982c5dddf0005f8b51592abd918a3b0ef979bf7781a8e1.pdf,3cea4d2f1650f38fb1982c5dddf0005f8b51592abd918a3b0ef979bf7781a8e1,460446,2026-09-23,downloaded,200,
EPMC-PMC11814643,PMC11814643,A SERIAL MEDIATION MODEL OF PSYCHOLOGICAL RESILIENCE RELATED TO DEPRESSION SEVERITY AMONG PATIENTS WITH MAJOR DEPRESSIVE DISORDERS,,2025,,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11814643.1/PMC11814643.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814643/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/f282e386cc77298de5170a376a3f22f6e31b2a2f8efc86a35c8bdba49689a389.pdf,f282e386cc77298de5170a376a3f22f6e31b2a2f8efc86a35c8bdba49689a389,1407279,2026-09-23,downloaded,200,
EPMC-PMC12658454,PMC12658454,The relationship of benevolent sexism and disordered eating in China: the role of appearance comparison on social network sites.,"Xu R, Chen C.",2025,10.3389/fpsyg.2025.1648431,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12658454.1/PMC12658454.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12658454/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/2ef99778a302c0b1cc7d037e016bb7c50b71908821b826d88cddd505213a78ee.pdf,2ef99778a302c0b1cc7d037e016bb7c50b71908821b826d88cddd505213a78ee,952949,2026-09-23,downloaded,200,
EPMC-PMC13357897,PMC13357897,"The Interplay Between Emotion Dysregulation and Repetitive Thoughts in Insomnia Disorder: The Impact of Worry, Rumination and REM Sleep Instability.","Mombelli S, Fasiello E, Di Perri MC, Casoni F, Zucconi M, Ferini-Strambi L, Galbiati A.",2026,10.1111/jsr.70267,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC13357897.1/PMC13357897.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC13357897/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/677a01ff2cf10e6b6d28d497d4d716698c60a6982afc17e3f31ea146403dee6a.pdf,677a01ff2cf10e6b6d28d497d4d716698c60a6982afc17e3f31ea146403dee6a,811973,2026-09-23,downloaded,200,
EPMC-PMC12126902,PMC12126902,The relationship between job burnout and presenteeism among Chinese primary public health physicians: a moderated mediation model.,"Kong X, Zhao M, Li R, Li Z, Chang D, Zhou X, Ma Q, Gao Y.",2025,10.1186/s12909-025-07391-5,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12126902.1/PMC12126902.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12126902/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/292669aa2a0a2cf0c72a139cd9c784906e6b99d11293a915715ada4918d831de.pdf,292669aa2a0a2cf0c72a139cd9c784906e6b99d11293a915715ada4918d831de,1820087,2026-09-23,downloaded,200,
EPMC-PMC12281739,PMC12281739,The mediating effects of psychological capital and career success in the relationship between leadership styles and job satisfaction among nurse managers: a cross-sectional study.,"Cui P, Chang S, Tian G, Li Z, Cheng C, Chang L, Zhang J, Zhang H, Hu H.",2025,10.1186/s12912-025-03616-6,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12281739.1/PMC12281739.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12281739/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/01eb0e61a2fd0da8d0cf80826c8107f519f3027222ab970a56b757eb34ecdf7a.pdf,01eb0e61a2fd0da8d0cf80826c8107f519f3027222ab970a56b757eb34ecdf7a,1594730,2026-09-23,downloaded,200,
EPMC-PMC12223178,PMC12223178,Chain mediating roles of rumination and emotion regulation self-efficacy in the relationship between social support and depression among college students.,"Hu Z, Zhang J, Zheng S, Deng Y, Wan C.",2025,10.1038/s41598-025-07176-2,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12223178.1/PMC12223178.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12223178/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/86896272c931c3d3dc972c944eba46bfe8e715019f84c2637cf06f3b57f2d4d4.pdf,86896272c931c3d3dc972c944eba46bfe8e715019f84c2637cf06f3b57f2d4d4,1398641,2026-09-23,downloaded,200,
EPMC-PMC12663321,PMC12663321,"Associations between identity perception, symptom severity, and quality of life in adolescents with ADHD.","Stern A, Lamash L.",2025,10.1038/s41598-025-26963-5,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12663321.1/PMC12663321.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12663321/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/c383644bf9142b5925a1615bb569a3db2b25a922f828f0bd6c26b4300cae92f6.pdf,c383644bf9142b5925a1615bb569a3db2b25a922f828f0bd6c26b4300cae92f6,1750501,2026-09-23,downloaded,200,
EPMC-PMC12484130,PMC12484130,Negative life events and internet addiction among college students: role of physical exercise and prosocial behavior.,"Huang Q, Li J, Wang J, Liu B.",2025,10.3389/fpsyg.2025.1629818,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12484130.1/PMC12484130.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12484130/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/9f4a1564a0703d999b09504d3c6a0fd37c19e5b79cfc4c49cd66cc0f900d7c6c.pdf,9f4a1564a0703d999b09504d3c6a0fd37c19e5b79cfc4c49cd66cc0f900d7c6c,1034212,2026-09-23,downloaded,200,
EPMC-PMC12259439,PMC12259439,Association between weight-adjusted-waist index and retinopathy among American adults: a cross-sectional study and mediation analysis.,"Li J, Yin Q, Hao J, Zhu R, Zhang J, Zhang Y, Gu X, Wu Z, Yang L.",2025,10.3389/fnut.2025.1556065,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12259439.1/PMC12259439.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12259439/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/4e68db4f31cb2bddd98ed01ce584d159affcf317699677cdab3c7629248f1954.pdf,4e68db4f31cb2bddd98ed01ce584d159affcf317699677cdab3c7629248f1954,2127873,2026-09-23,downloaded,200,
EPMC-PMC12781469,PMC12781469,Genetically predicted the causal relationship between gut-brain axis and chronic pain: a Mendelian randomization study.,"Shi S, Zhou X, Ma C, Wang Y, Deng G, Ma W.",2025,10.1186/s40246-025-00876-w,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12781469.1/PMC12781469.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12781469/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/40f88fa28e1fc11393ae12d6f9be509deaefd009eccf998f417aabfbefd0e7a8.pdf,40f88fa28e1fc11393ae12d6f9be509deaefd009eccf998f417aabfbefd0e7a8,3933666,2026-09-23,downloaded,200,
EPMC-PMC12489939,PMC12489939,A serial mediation model of patient safety climate on nurses' compliance with standard precautions: the roles of infection prevention climate and attitude.,"Jiang W, Cao L, Liu Q, Zhou P, Dai A, Liao X, Tang J.",2025,10.3389/fpubh.2025.1673026,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12489939.1/Table_1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12489939/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/c5d0a0dd7e7016eaa5c12d57fdde7efa2bac8459bd293fe4789b56a91c1b38db.pdf,c5d0a0dd7e7016eaa5c12d57fdde7efa2bac8459bd293fe4789b56a91c1b38db,91621,2026-09-23,downloaded,200,
EPMC-PMC12578861,PMC12578861,Genetic and striatal structural connection linking behavioral inhibition/activation system to adolescent anxiety and depression.,"Lou J, Tian X, Sun Y, Xian J, Lei W, Wang M, Liu B.",2025,10.1038/s41398-025-03687-8,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12578861.1/PMC12578861.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12578861/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/a6dd3d55e41c2b58383bf92a49f014a8dd8f28d6bef5bde8ce97e35c30dfbc60.pdf,a6dd3d55e41c2b58383bf92a49f014a8dd8f28d6bef5bde8ce97e35c30dfbc60,1658014,2026-09-23,downloaded,200,
EPMC-PMC12803618,PMC12803618,"Sensory network dysregulation in type 2 diabetes: Linking olfactory, visual, and cognitive function.","Li Q, Li X, Bi Y, Lu J, Zhang Y, Wu M, Shen X, Zhu Z, Zhang X, Chao Y, Zhang Z, Zhang W, Zhang B.",2026,10.1111/dom.70309,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12803618.1/PMC12803618.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12803618/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/d64a99e099eff855a05c4bdb0955779a78283458a08e56b7668c8f5a5962738d.pdf,d64a99e099eff855a05c4bdb0955779a78283458a08e56b7668c8f5a5962738d,2366077,2026-09-23,downloaded,200,
EPMC-PMC12235295,PMC12235295,"Unbalanced Associations between Physical, Psychological, and Social Domains of the Leicester Cough Questionnaire: Network and Mediation Analyses.","Kang J, Kang J, Chung SJ, Kang HK, Lee SS, Jeong YJ, Moon JY, Kim DK, Kim JW, Jang SH, Kwon JW, Lee BJ, Koo HK.",2025,10.4046/trd.2025.0031,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12235295.1/trd-2025-0031-Supplementary-Table-S1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12235295/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/317a5718aef1468dbac510d60825536d9e2417f52c15ec53e5034cad11311145.pdf,317a5718aef1468dbac510d60825536d9e2417f52c15ec53e5034cad11311145,55531,2026-09-23,downloaded,200,
EPMC-PMC12384093,PMC12384093,Responders to Cervical Facet Platelet-Rich Plasma Demonstrate Synergistic Improvements in Pain and Isometric Strength in Chronic Whiplash-Associated Disorders: A Series of Mediation Analyses.,"Smith AD, Andruski B, Deng G, Bouma C, Pesant M, Magill F, Burnham R.",2025,10.3390/clinpract15080135,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12384093.1/PMC12384093.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12384093/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/d4835205f9f5fd015dafc83419a3272ea6793bc8e6305cb3fb91c3fb923aee93.pdf,d4835205f9f5fd015dafc83419a3272ea6793bc8e6305cb3fb91c3fb923aee93,520132,2026-09-23,downloaded,200,
EPMC-PMC12540114,PMC12540114,"Nutrition knowledge, attitudes toward physical activity and malnutrition as predictors of social appearance anxiety: a structural equation modeling approach.","Turhan FH, İnce U, Özkeskin M, Kayışoğlu NB, Öztürk MA, Doğan NEK, Kızıltaş M, Karagöz B, Doğan İ.",2025,10.3389/fnut.2025.1668374,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12540114.1/PMC12540114.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12540114/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/fd52ee69e0d197b68bb7021ba711b7244a1ce5152625b8c05a1977bfa4491886.pdf,fd52ee69e0d197b68bb7021ba711b7244a1ce5152625b8c05a1977bfa4491886,1205658,2026-09-23,downloaded,200,
EPMC-PMC13000996,PMC13000996,Oral Health and Social Isolation After 6 Years: Mediation of Oral Functions.,"Abbas H, Takeuchi K, Kusama T, Kiuchi S, Osaka K.",2026,10.1111/cdoe.70035,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC13000996.1/PMC13000996.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC13000996/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/bd3ad4f04d06604d623901de3f15c948716d906a5e31afd6bc1dfb730aa873d6.pdf,bd3ad4f04d06604d623901de3f15c948716d906a5e31afd6bc1dfb730aa873d6,362164,2026-09-23,downloaded,200,
EPMC-PMC12625393,PMC12625393,"Cyber victimization experience, uncertainty stress, and internet self-efficacy as predictors of negative bystander behavior in cyberbullying among adolescents: a moderated mediation model.","Chen R, Ming D, Hao X, Hu Z, Zhao M, Fan C.",2025,10.1186/s40359-025-03597-w,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12625393.1/PMC12625393.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12625393/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/d09e16578fda9844929947cc98cef741de77af84791f27bddc60280c32a542da.pdf,d09e16578fda9844929947cc98cef741de77af84791f27bddc60280c32a542da,1898946,2026-09-23,downloaded,200,
EPMC-PMC12064820,PMC12064820,Metabolic mediators of the overweight's effect on infertility in women with polycystic ovary syndrome.,"Jafari K, Tajik N, Moini A, SeyedAlinaghi S, Abiri A.",2025,10.1038/s41598-025-01287-6,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12064820.1/PMC12064820.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12064820/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/2ee25d7e074096d08ebcc03ad26c9e9783d671603750d15631a2247d139bb34e.pdf,2ee25d7e074096d08ebcc03ad26c9e9783d671603750d15631a2247d139bb34e,1530515,2026-09-23,downloaded,200,
EPMC-PMC12440450,PMC12440450,Bidirectional Mendelian randomization and immune cell mediation analysis: A STROBE-MR study unveiling the causal link between non-small cell and small cell lung cancers.,"Gao Y, Yao B, He S, Zhang G, Zhang X, Qi R, Ma X, Li X, Chen X, Zheng H, Hou W, Li C, Hua B, Guo Q.",2025,10.1097/md.0000000000041820,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12440450.1/medi-104-e41820-s003.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12440450/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/fa3de5eacdcc8c1a5f22321b7d1e6a027616716d3d5f4b49a6b8525a2a620299.pdf,fa3de5eacdcc8c1a5f22321b7d1e6a027616716d3d5f4b49a6b8525a2a620299,159587,2026-09-23,downloaded,200,
EPMC-PMC12559754,PMC12559754,Predicting older adults smart healthcare adoption using an extended TAM.,"Zhang J, Ma Y, Zhang H, Chen Y, Yu J.",2025,10.1038/s41598-025-21419-2,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12559754.1/PMC12559754.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12559754/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/0a1a37b933d2bc48a4f7e8bc22f727a52b0d1343a3ec7f5a1023d8a6bfd62172.pdf,0a1a37b933d2bc48a4f7e8bc22f727a52b0d1343a3ec7f5a1023d8a6bfd62172,1423571,2026-09-23,downloaded,200,
EPMC-PMC12211445,PMC12211445,Job search anxiety and flourishing among university students: the serial mediating effects of social support and strengths use.,"Kwak Y, Kim Y, Chae H.",2025,10.1186/s40359-025-02995-4,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12211445.1/PMC12211445.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12211445/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/adef8489692ff97227d43e657a54e694a48b4d1ba4954f5fccf4a3425bb8054b.pdf,adef8489692ff97227d43e657a54e694a48b4d1ba4954f5fccf4a3425bb8054b,1328181,2026-09-23,downloaded,200,
EPMC-PMC12264443,PMC12264443,"The Chain Mediation Role of Self-Efficacy, Health Literacy, and Physical Exercise in the Relationship Between Internet Use and Older Adults' Health: Cross-Sectional Questionnaire Study.","Liao W, Ma C, Liu X, Sun Z.",2025,10.2196/73242,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12264443.1/PMC12264443.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12264443/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/388bad9cff3afbd2380fc8734763e9ad9ab32acef4304d153c23bbe3ffe68eff.pdf,388bad9cff3afbd2380fc8734763e9ad9ab32acef4304d153c23bbe3ffe68eff,600806,2026-09-23,downloaded,200,
EPMC-PMC11978438,PMC11978438,Mutual benefits of social learning and algorithmic mediation for cumulative culture.,"Czaplicka A, Baumann F, Rahwan I.",2025,10.1098/rsif.2024.0686,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11978438.1/PMC11978438.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11978438/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/f401c79b8caf5e22beb54e9abc3c5a476580c3e6e46b2adaef2c9d3f37bf67c4.pdf,f401c79b8caf5e22beb54e9abc3c5a476580c3e6e46b2adaef2c9d3f37bf67c4,994291,2026-09-23,downloaded,200,
EPMC-PMC12639753,PMC12639753,The chain mediating effect of family function and resilience between cognitive reactivity and depression among postpartum women in China.,"Fu Y, Zhang M, Lin X, Li Y, Huang F.",2025,10.1186/s12884-025-08351-z,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12639753.1/PMC12639753.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12639753/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/87b7c9762a655b57c887352c86b5c9cc0670c83c230acd03ca0c5af1dd8cb497.pdf,87b7c9762a655b57c887352c86b5c9cc0670c83c230acd03ca0c5af1dd8cb497,1397076,2026-09-23,downloaded,200,
EPMC-PMC12586013,PMC12586013,Impact of expressive suppression on subthreshold depression among college students: a moderated mediation model.,"Chen M, Huang L, Qin Q, Li J, Zhang J, Ma J, Song H.",2025,10.3389/fpsyg.2025.1678275,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12586013.1/PMC12586013.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12586013/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/62e6fc9fa9f39d8edfdf0f01ab84154ef9741f420dec893839e67a4e3ed8c4a3.pdf,62e6fc9fa9f39d8edfdf0f01ab84154ef9741f420dec893839e67a4e3ed8c4a3,693265,2026-09-23,downloaded,200,
EPMC-PMC12433788,PMC12433788,The relationship between chronic pain and health-related quality of life: the mediating roles of frailty and depression in chronic disease patients.,"Shi Y, Xu M, Yin W, Li Z, Dong P, Zhang X, Li H, Zhuge X, Li X, Gao M, Ma D, Sun K, Cao H, Chen Z.",2025,10.3389/fpubh.2025.1658008,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12433788.1/PMC12433788.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12433788/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/015bb36562756d49e1007025f5b40c0c0433a7ae68a452e75164c4fe687e0e2c.pdf,015bb36562756d49e1007025f5b40c0c0433a7ae68a452e75164c4fe687e0e2c,396422,2026-09-23,downloaded,200,
EPMC-PMC12024370,PMC12024370,The Impact of Proactive Personality on Career Decision-Making Self-Efficacy: The Role of AI Acceptance and Innovation Skills.,"Li K, Houghton JD, Chen S, Li X, Li D, Zou W.",2025,10.3390/bs15040538,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12024370.1/PMC12024370.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12024370/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/2143ef3112193437363c58abed14a9064707c57e753c57883cd695294ee13729.pdf,2143ef3112193437363c58abed14a9064707c57e753c57883cd695294ee13729,699902,2026-09-23,downloaded,200,
EPMC-PMC12309116,PMC12309116,Fatigue and psychological distress in Chinese patients with hemodialysis: a moderated mediation model of cognitive decline and psychological flexibility.,"Jiang Z, Qiao X, Li Y, Sun W, Sun H, Zhang H, Bao Y, Zong L.",2025,10.1186/s12888-025-07087-6,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12309116.1/PMC12309116.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12309116/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/e906e9e4c28256bbad01db406ac0f81a1191b5723499bd89f69e675d0b24b82a.pdf,e906e9e4c28256bbad01db406ac0f81a1191b5723499bd89f69e675d0b24b82a,1449467,2026-09-23,downloaded,200,
EPMC-PMC12046006,PMC12046006,The mediation of depressive symptoms between different types of childhood maltreatment and non suicidal self-injury.,"Liu A, Zhang R, Yang S, Luo Y, Wang Z, Peng C, Wang H.",2025,10.1038/s41598-025-99601-9,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12046006.1/PMC12046006.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12046006/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/dbef40ac1d3809a227df7891b866635dcd89942d8c837162fc1130b19be3034d.pdf,dbef40ac1d3809a227df7891b866635dcd89942d8c837162fc1130b19be3034d,1628585,2026-09-23,downloaded,200,
